Case number,Annual weight,Total expenditure,Gross normal weekly household income - anonymised,Main source of household income - code,Internet connection in household,Economic position of household reference person,NS - SEC 8 Class of household reference person,Tenure type,Sex of household reference person,Number of persons in household,Number of adults,Number of children,Government Office Region modified,Annual weight r,Main income,Income,Expenditure,Household size
14570,4.188209347882357,466.9238774211791,970.25,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,0.8026311009529057,earnings,970.25,466.9239,5
14567,4.586547164299687,97.77103239710083,170.78,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Wales,0.8789688132269767,other source,170.78,97.771034,1
14565,5.112267364630172,236.5822485263998,470.154,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,North West and Merseyside,0.9797181665031665,other source,470.154,236.58224,2
14564,5.353692330218298,295.40863411110394,209.42,Earned income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,South West,1.0259850003292956,earnings,209.42,295.40863,2
14560,5.322306083212853,255.2984844771391,207.0,Other income,No,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Private rented,Female,3 person,1 adult,Two or more children,Scotland,1.019970120007829,other source,207.0,255.29848,3
14559,4.07964523197673,299.619619551887,551.99,Earned income,No,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,East Midlands,0.7818258047903892,earnings,551.99,299.61963,2
14552,5.700141042468167,553.3318874322496,516.86,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,Eastern,1.0923786517062086,other source,516.86,553.3319,1
14549,6.186608425668478,680.5209103157462,446.75,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,3 person,3 adults,No children,South West,1.1856055701631778,earnings,446.75,680.52094,3
14548,6.00688393976938,540.4331351891753,1069.86,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,1.151163055474096,earnings,1069.86,540.4331,4
14546,3.8655549279011225,139.708035854251,181.81,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,North East,0.7407974028671591,other source,181.81,139.70804,1
14544,3.281868159724945,854.59939577497,571.077,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Scotland,0.6289392996924063,other source,571.077,854.5994,2
14542,2.4354893825401773,415.7460525115917,460.04,Other income,Yes,Part-time working,Intermediate occupations,Public rented,Female,3 person,1 adult,Two or more children,Scotland,0.46673873297563817,other source,460.04,415.74606,3
14536,3.62479926418913,238.56317189162127,355.164,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.6946588344779,other source,355.164,238.56317,2
14533,5.3866487627629125,462.13856308086145,405.695,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Female,3 person,2 adults,One child,Yorkshire and the Humber,1.0323007920053109,earnings,405.695,462.13855,3
14532,4.455491354033205,447.0065319284839,815.315,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,0.8538531944641162,earnings,815.315,447.00653,4
14532,4.587806043618203,1175.0,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,4 and more adults,No children,North West and Merseyside,0.8792100656595702,earnings,1184.99,1175.0,4
14530,6.113680619890678,124.87,228.105,Other income,Yes,Economically inactive,Not classified for other reasons,Private rented,Male,1 person,1 adult,No children,London,1.171629639119733,other source,228.105,124.87,1
14530,3.81521957868357,341.34594648260213,643.895,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,West Midlands,0.7311511045559821,earnings,643.895,341.34595,1
14527,4.047316564524228,305.8376627896372,384.244,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.7756303184155589,other source,384.244,305.83768,2
14526,5.597253185518425,334.5656357968775,582.0245,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,South East,1.072661157417149,other source,582.0245,334.56564,1
14526,5.93911309512639,136.0546841580905,474.79,Earned income,Yes,Economically inactive,Intermediate occupations,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,1.1381754077396735,earnings,474.79,136.05469,2
14521,4.178597326410285,291.7449422831538,379.174,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.8007890470497472,other source,379.174,291.74493,2
14519,5.323785272422575,121.46384615384616,120.892,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South East,1.020253592767976,other source,120.892,121.463844,1
14507,4.684736649332945,477.3827306409594,318.77,Other income,Yes,Economically inactive,Routine and manual occupations,Private rented,Female,4 person,2 adults,Two or more children,South East,0.8977859085362383,other source,318.77,477.38272,4
14506,5.875955000188108,395.6513480112161,497.0,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,1 person,1 adult,No children,South East,1.1260717502899729,earnings,497.0,395.65134,1
14499,6.161906941387095,514.7246550429583,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South East,1.1808717620181857,earnings,1184.99,514.7247,2
14489,4.032120077518522,324.45574772510236,299.39,Other income,Yes,Full-time working,Intermediate occupations,Public rented,Female,2 person,1 adult,One child,South East,0.7727180539887166,other source,299.39,324.45575,2
14488,4.321385343963938,83.185,159.55,Other income,No,Economically inactive,Not classified for other reasons,Private rented,Female,1 person,1 adult,No children,North West and Merseyside,0.8281530334727081,other source,159.55,83.185,1
14484,3.761794653678245,616.388029631681,630.489,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.7209127179774717,other source,630.489,616.388,2
14484,5.347515414932185,249.8947114226388,290.552,Other income,Yes,Part-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,Yorkshire and the Humber,1.0248012523585568,other source,290.552,249.89471,1
14482,3.5543722802059774,158.11678896312992,79.312,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,South West,0.6811621625124045,other source,79.312,158.11679,1
14469,4.27975005292347,272.81105455034947,174.89,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,West Midlands,0.8201740198393036,other source,174.89,272.81107,1
14468,6.83472506109418,235.39273385907433,341.56,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,2 person,2 adults,No children,East Midlands,1.309811054041544,earnings,341.56,235.39273,2
14461,4.05238142815869,177.07047367058456,140.59,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,East Midlands,0.7766009521010886,other source,140.59,177.07048,1
14460,3.7923705117803523,257.52149126445124,297.82,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,Eastern,0.7267722948545164,other source,297.82,257.52148,1
14458,6.195331331076292,803.4036905449643,978.78,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,3 person,1 adult,Two or more children,South East,1.1872772332987662,earnings,978.78,803.4037,3
14453,3.1832746938870224,287.78596474254016,489.24,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,0.6100447852450169,other source,489.24,287.78595,2
14450,6.197701218499297,326.5083774953003,577.37,Earned income,Yes,Full-time working,Intermediate occupations,Public rented,Male,2 person,2 adults,No children,South East,1.187731400030528,earnings,577.37,326.5084,2
14449,5.39374002906541,611.5513891110146,521.785,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,3 adults,No children,London,1.0336597667858818,earnings,521.785,611.5514,3
14446,3.5786329028098227,275.1618665008372,384.66,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Female,1 person,1 adult,No children,South East,0.6858114836453543,earnings,384.66,275.16187,1
14446,7.19888023004316,213.99805293873737,169.212,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,North East,1.3795979820323796,other source,169.212,213.99805,1
14446,4.045891925728237,562.1500519624448,662.152,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,South East,0.7753572997313654,other source,662.152,562.15,1
14444,3.9711749529380174,257.7830769230769,306.457,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South West,0.7610384915846797,other source,306.457,257.78308,1
14444,4.51961461566325,1072.9588416398244,396.6495,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,West Midlands,0.8661418170719707,other source,396.6495,1072.9589,2
14435,4.52456193846174,81.515,153.15,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,West Midlands,0.8670899251569997,other source,153.15,81.515,1
14435,4.76742022385243,206.35006316998468,265.192,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.9136314413009392,other source,265.192,206.35007,1
14435,2.9752209416070023,208.782203483416,782.104,Earned income,No,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,Eastern,0.570173231944003,earnings,782.104,208.7822,2
14431,3.5786329028098227,222.3552547934068,329.87,Earned income,No,Full-time working,Routine and manual occupations,Private rented,Female,1 person,1 adult,No children,South East,0.6858114836453543,earnings,329.87,222.35526,1
14430,7.118104918256035,68.77055641065107,71.0,Other income,No,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Male,1 person,1 adult,No children,Scotland,1.3641181499503718,other source,71.0,68.77055,1
14422,4.877437741026912,584.3209352467413,1184.99,Other income,Yes,Part-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,East Midlands,0.9347152682062269,other source,1184.99,584.3209,2
14421,4.58970636044159,213.85693557051584,407.994,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.8795742435832181,other source,407.994,213.85693,2
14418,4.279768646564812,198.23434705393717,470.205,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,East Midlands,0.8201775831365463,other source,470.205,198.23434,1
14417,4.508353327728845,284.56,372.51,Other income,Yes,Economically inactive,Not classified for other reasons,Private rented,Male,2 person,1 adult,One child,Eastern,0.863983696695894,other source,372.51,284.56,2
